id,code_gender,flag_own_car,flag_own_realty,cnt_children,amt_income_total,occupation_type,age,employment_period,months_balance,months_from_today,status_y
5125672,F,N,N,0,0.45,Core staff,50.77,10.04,0,0,0
5125674,F,Y,Y,0,2.925,Realty agents,36.68,5.45,0,0,0
5125675,F,Y,Y,0,2.925,Realty agents,36.68,5.45,-8,8,0
5125676,F,Y,Y,0,2.925,Realty agents,36.68,5.45,0,0,0
5125677,F,Y,Y,0,2.925,Realty agents,36.68,5.45,0,0,0
5125678,F,N,N,0,3.375,Managers,49.53,4.71,0,0,0
5125679,F,N,N,0,3.375,Managers,49.53,4.71,0,0,0
5125680,F,N,N,0,3.375,Managers,49.53,4.71,0,0,0
5125681,F,N,N,0,3.375,Managers,49.53,4.71,0,0,0
5125682,F,N,Y,1,2.25,Realty agents,38.52,10.12,0,0,0
5125684,F,N,Y,1,2.25,Realty agents,38.52,10.12,-25,25,0
5125685,F,N,Y,1,2.25,Realty agents,38.52,10.12,-39,39,0
5125686,F,N,Y,1,2.25,Realty agents,38.52,10.12,0,0,0
5125687,F,N,Y,1,2.25,Realty agents,38.52,10.12,0,0,0
5125688,F,N,Y,1,2.25,Realty agents,38.52,10.12,0,0,0
5125689,F,N,Y,1,2.25,Realty agents,38.52,10.12,0,0,0
5125690,F,N,Y,1,2.25,Realty agents,38.52,10.12,0,0,0
5125693,M,Y,Y,1,1.35,Laborers,27.4,4.87,0,0,0
5125694,M,Y,Y,1,1.35,Laborers,27.4,4.87,-10,10,0
5125695,M,Y,Y,1,1.35,Laborers,27.4,4.87,-16,16,0
5125696,M,Y,Y,1,1.35,Laborers,27.4,4.87,0,0,0
5125697,M,Y,Y,1,1.35,Laborers,27.4,4.87,-16,16,0
5125698,M,Y,Y,1,1.35,Laborers,27.4,4.87,-8,8,0
5125699,M,Y,Y,1,1.35,Laborers,27.4,4.87,0,0,0
5125700,M,Y,Y,1,1.35,Laborers,27.4,4.87,0,0,0
5125701,M,Y,Y,1,1.35,Laborers,27.4,4.87,-4,4,0
5125702,F,Y,Y,1,2.07,Accountants,29.56,6.79,-32,32,0
5125703,F,Y,Y,1,2.07,Accountants,29.56,6.79,0,0,0
5125704,F,Y,Y,1,2.07,Accountants,29.56,6.79,-27,27,0
5125705,F,Y,Y,1,2.07,Accountants,29.56,6.79,-9,9,0
5125707,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,0
5125708,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,0
5125710,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,0
5125712,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,0
5125714,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,-20,20,0
5125716,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,0
5125717,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,0
5125718,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,1
5125719,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,-4,4,1
5125720,F,Y,Y,0,1.35,High skill tech staff,44.97,1.7,0,0,0
5125721,M,Y,N,0,1.125,Drivers,60.58,6.37,0,0,0
5125722,M,Y,N,0,1.125,Drivers,60.58,6.37,0,0,0
5125723,F,N,Y,1,2.7,Managers,36.72,1.62,-4,4,0
5125725,F,N,Y,0,2.025,High skill tech staff,62.75,40.48,0,0,0
5125726,F,N,Y,0,2.025,High skill tech staff,62.75,40.48,0,0,0
5125727,F,Y,Y,1,1.197,No Occupation Type,35.78,9.12,-3,3,0
5125728,F,Y,Y,1,1.197,No Occupation Type,35.78,9.12,-3,3,0
5125729,F,Y,Y,1,1.197,No Occupation Type,35.78,9.12,0,0,0
5125730,F,Y,Y,1,1.197,No Occupation Type,35.78,9.12,-19,19,0
5125734,F,Y,Y,0,0.81,Core staff,30.84,7.37,0,0,0
5125735,F,Y,Y,0,0.81,Core staff,30.84,7.37,0,0,0
5125736,F,Y,Y,0,0.81,Core staff,30.84,7.37,-11,11,1
5125737,F,Y,Y,0,0.81,Core staff,30.84,7.37,-11,11,0
5125740,F,Y,Y,0,0.81,Core staff,30.84,7.37,-20,20,0
5125741,F,Y,Y,0,0.81,Core staff,30.84,7.37,-21,21,0
5125743,F,Y,Y,0,0.81,Core staff,30.84,7.37,0,0,0
5125744,M,N,N,0,1.44,No Occupation Type,28.63,4.87,0,0,0
5125745,M,N,N,0,1.44,No Occupation Type,28.63,4.87,0,0,0
5125746,M,N,N,0,1.44,No Occupation Type,28.63,4.87,0,0,0
5125747,F,N,Y,0,2.925,No Occupation Type,56.41,-1000.67,0,0,0
5125748,F,N,Y,0,2.925,No Occupation Type,56.41,-1000.67,-23,23,0
5125749,F,N,Y,0,0.99,Sales staff,54.97,9.21,0,0,0
5125750,F,N,Y,0,0.99,Sales staff,54.97,9.21,0,0,0
5125751,F,N,Y,0,0.99,Sales staff,54.97,9.21,0,0,0
5125752,F,Y,Y,1,2.925,Accountants,37.75,0.95,0,0,0
5125754,M,Y,Y,1,2.25,Drivers,34.59,3.45,0,0,0
5125755,M,Y,Y,1,2.25,Drivers,34.59,3.45,-21,21,0
5125756,M,Y,Y,1,2.25,Drivers,34.59,3.45,-25,25,0
5125758,M,Y,Y,1,2.25,Drivers,34.59,3.45,0,0,1
5125761,M,N,Y,0,2.7,Cooking staff,49.37,4.37,0,0,0
5125763,M,Y,N,1,1.35,Laborers,35.7,4.45,0,0,0
5125764,M,Y,Y,1,1.35,Laborers,35.7,4.45,0,0,0
5125766,F,N,Y,1,1.125,Cleaning staff,43.35,4.54,0,0,0
5125768,F,N,Y,1,1.8,Sales staff,45.11,5.71,0,0,0
5125769,F,N,Y,1,1.8,Sales staff,45.11,5.71,0,0,0
5125770,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-35,35,0
5125771,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-31,31,1
5125775,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,0,0,0
5125778,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-15,15,1
5125779,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-4,4,1
5125780,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-16,16,0
5125781,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,0,0,1
5125782,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,0,0,1
5125783,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,0,0,0
5125784,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,0,0,1
5125785,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-8,8,0
5125786,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,0,0,1
5125787,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,0,0,0
5125788,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-3,3,1
5125789,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-20,20,0
5125790,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-7,7,1
5125791,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-35,35,1
5125793,F,N,Y,0,1.125,No Occupation Type,64.0,1.28,-34,34,1
5125796,F,N,Y,1,1.575,No Occupation Type,42.67,6.71,0,0,0
5125797,F,N,Y,0,1.575,Core staff,46.68,2.53,0,0,0
5125798,F,N,Y,0,1.575,Core staff,46.68,2.53,0,0,0
5125799,F,N,Y,0,1.575,Core staff,46.68,2.53,-51,51,0
5125800,F,N,Y,0,1.575,Core staff,46.68,2.53,0,0,0
5125802,F,N,Y,0,1.575,Core staff,46.68,2.53,0,0,0
5125803,F,N,Y,0,2.7,Laborers,50.25,5.62,-19,19,0
5125804,F,N,Y,0,2.7,Laborers,50.25,5.62,0,0,0
5125805,F,N,Y,0,2.7,Laborers,50.25,5.62,0,0,0
5125806,F,N,Y,0,2.7,Laborers,50.25,5.62,-9,9,0
5125807,F,N,Y,0,2.7,Laborers,50.25,5.62,-29,29,0
5125808,F,N,Y,0,2.7,Laborers,50.25,5.62,-12,12,1
5125809,M,Y,Y,0,2.25,Laborers,39.16,5.71,0,0,0
5125810,M,Y,Y,0,2.25,Laborers,39.16,5.71,0,0,0
5125811,M,Y,Y,0,2.25,Laborers,39.16,5.71,0,0,0
5125812,M,Y,Y,0,2.25,Laborers,39.16,5.71,0,0,0
5125813,M,Y,Y,0,2.25,Laborers,39.16,5.71,0,0,0
5125815,F,Y,N,0,4.5,Managers,54.2,15.13,0,0,0
5125816,F,Y,N,0,4.5,Managers,54.2,15.13,0,0,0
5125818,F,Y,N,0,4.5,Managers,54.2,15.13,-8,8,0
5125819,F,N,Y,2,1.575,Laborers,30.74,11.63,0,0,0
5125822,F,N,Y,2,1.575,Laborers,30.74,11.63,0,0,0
5125824,F,N,Y,2,1.575,Laborers,30.74,11.63,0,0,0
5125826,M,Y,Y,0,3.6,Laborers,31.82,11.04,0,0,0
5125827,M,Y,Y,0,3.6,Laborers,31.82,11.04,-15,15,0
5125828,M,Y,Y,0,3.6,Laborers,31.82,11.04,0,0,0
5125829,M,Y,Y,0,3.6,Laborers,31.82,11.04,-12,12,0
5125830,M,Y,Y,0,3.6,Laborers,31.82,11.04,-5,5,0
5125831,M,N,Y,0,2.7,Sales staff,31.85,0.53,0,0,0
5125832,M,N,Y,0,2.7,Sales staff,31.85,0.53,0,0,0
5125833,M,N,Y,0,2.7,Sales staff,31.85,0.53,0,0,0
5125834,M,Y,Y,0,2.7,No Occupation Type,50.38,6.71,-2,2,0
5125835,M,Y,Y,0,2.7,No Occupation Type,50.38,6.71,0,0,0
5125836,M,Y,Y,0,3.825,IT staff,32.5,4.79,0,0,0
5125837,M,Y,Y,0,3.825,IT staff,32.5,4.79,0,0,0
5125840,M,Y,Y,0,3.825,IT staff,32.5,4.79,-7,7,0
5125841,M,Y,Y,0,3.825,IT staff,32.5,4.79,0,0,0
5125842,M,Y,Y,0,3.825,IT staff,32.5,4.79,0,0,0
5125843,M,Y,Y,0,3.825,IT staff,32.5,4.79,-19,19,0
5125846,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-5,5,0
5125847,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-12,12,0
5125848,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-37,37,0
5125849,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-50,50,0
5125850,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-38,38,0
5125851,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-35,35,0
5125852,F,N,N,0,2.34,Cleaning staff,49.21,4.45,0,0,0
5125853,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-11,11,0
5125854,F,N,N,0,2.34,Cleaning staff,49.21,4.45,0,0,0
5125855,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-10,10,0
5125856,F,N,N,0,2.34,Cleaning staff,49.21,4.45,-16,16,0
5125859,M,Y,N,0,3.825,Managers,41.68,4.2,0,0,0
5125860,M,Y,N,0,3.825,Managers,41.68,4.2,0,0,0
5125862,M,N,Y,1,1.125,No Occupation Type,39.5,0.28,0,0,0
5125863,M,Y,N,0,1.17,No Occupation Type,24.8,0.45,0,0,0
5125864,M,Y,N,0,1.17,No Occupation Type,24.8,0.45,0,0,1
5125865,M,Y,N,0,1.17,No Occupation Type,24.8,0.45,-10,10,0
5125866,M,Y,N,0,1.17,No Occupation Type,24.8,0.45,0,0,1
5125867,M,Y,N,0,3.15,No Occupation Type,56.29,30.64,0,0,0
5125868,M,Y,N,0,3.15,No Occupation Type,56.29,30.64,0,0,0
5125869,M,Y,N,0,3.15,No Occupation Type,56.29,30.64,-7,7,0
5125870,M,Y,N,0,3.15,No Occupation Type,56.29,30.64,0,0,0
5125874,M,Y,Y,1,2.7,High skill tech staff,41.59,0.62,-6,6,1
5125875,F,N,N,0,1.575,Laborers,23.78,0.87,0,0,0
5125876,F,Y,Y,2,1.8,Sales staff,31.62,3.2,0,0,1
5125877,F,Y,Y,2,1.8,Sales staff,31.62,3.2,0,0,1
5125878,F,Y,Y,2,1.8,Sales staff,31.62,3.2,0,0,1
5125879,F,Y,Y,2,1.8,Sales staff,31.62,3.2,-12,12,1
5125880,F,Y,Y,2,1.8,Sales staff,31.62,3.2,0,0,1
5125881,F,Y,Y,2,1.8,Sales staff,31.62,3.2,0,0,1
5125882,F,Y,Y,2,1.8,Sales staff,31.62,3.2,0,0,1
5125883,F,Y,Y,2,1.8,Sales staff,31.62,3.2,0,0,1
5125884,M,Y,Y,0,1.35,Laborers,32.22,9.46,0,0,1
5125885,M,Y,Y,0,1.35,Laborers,32.22,9.46,0,0,1
5125888,F,Y,Y,0,1.125,High skill tech staff,50.77,2.53,0,0,0
5125889,F,Y,Y,0,1.125,High skill tech staff,50.77,2.53,0,0,0
5125890,F,Y,Y,0,1.125,High skill tech staff,50.77,2.53,0,0,0
5125891,F,Y,Y,0,1.125,High skill tech staff,50.77,2.53,-2,2,0
5125892,F,Y,Y,0,1.125,High skill tech staff,50.77,2.53,0,0,0
5125893,F,Y,Y,0,1.125,High skill tech staff,50.77,2.53,-33,33,0
5125896,F,Y,Y,0,6.75,No Occupation Type,59.51,-1000.67,-13,13,0
5125897,F,Y,Y,0,6.75,No Occupation Type,59.51,-1000.67,-22,22,0
5125898,F,Y,Y,0,6.75,No Occupation Type,59.51,-1000.67,-32,32,0
5125899,F,Y,Y,0,6.75,No Occupation Type,59.51,-1000.67,0,0,0
5125900,F,Y,Y,0,6.75,No Occupation Type,59.51,-1000.67,-3,3,0
5125901,F,N,Y,0,1.035,Cleaning staff,52.16,8.88,-34,34,0
5125902,F,N,Y,0,1.035,Cleaning staff,52.16,8.88,0,0,0
5125905,M,N,Y,0,5.175,Core staff,29.14,0.79,0,0,1
5125906,M,N,Y,0,5.175,Core staff,29.14,0.79,0,0,1
5125907,M,N,Y,0,5.175,Core staff,29.14,0.79,-1,1,1
5125908,M,N,Y,0,5.175,Core staff,29.14,0.79,0,0,1
5125909,F,N,N,0,1.35,Sales staff,36.95,10.29,-6,6,0
5125910,F,N,N,0,1.35,Sales staff,36.95,10.29,0,0,1
5125911,F,N,N,0,1.35,Sales staff,36.95,10.29,0,0,0
5125912,F,N,N,0,1.35,Sales staff,36.95,10.29,-52,52,0
5125914,F,N,N,0,1.575,Sales staff,31.82,8.04,0,0,0
5125916,F,N,N,0,1.575,Sales staff,31.82,8.04,-40,40,0
5125917,F,N,N,0,1.575,Sales staff,31.82,8.04,0,0,0
5125918,F,N,N,0,1.575,Sales staff,31.82,8.04,0,0,0
5125919,F,N,N,0,1.575,Sales staff,31.82,8.04,0,0,0
5125920,F,N,N,0,1.575,Sales staff,31.82,8.04,0,0,1
5125921,F,N,N,0,1.575,Sales staff,31.82,8.04,0,0,0
5125922,F,N,N,0,1.575,Sales staff,31.82,8.04,0,0,0
5125924,F,N,Y,0,1.665,High skill tech staff,25.11,0.95,0,0,0
5125926,F,Y,Y,0,5.4,No Occupation Type,53.01,0.28,0,0,0
5125927,M,N,Y,1,1.35,Laborers,32.13,1.79,0,0,1
5125928,M,N,Y,1,1.35,Laborers,32.13,1.79,0,0,1
5125929,M,N,Y,1,1.35,Laborers,32.13,1.79,-1,1,1
5125930,M,N,Y,1,1.35,Laborers,32.13,1.79,0,0,1
5125932,M,N,Y,0,3.6,Managers,45.21,7.79,0,0,1
5125933,M,N,N,0,1.575,Laborers,33.13,0.37,0,0,0
5125934,F,N,Y,2,1.35,Sales staff,27.02,5.12,0,0,0
5125935,F,N,Y,2,1.35,Sales staff,27.02,5.12,0,0,1
5125936,F,N,Y,0,1.125,Core staff,28.61,1.53,-1,1,0
5125937,F,N,Y,0,1.125,Core staff,28.61,1.53,0,0,1
5125938,F,N,Y,0,1.125,Core staff,28.61,1.53,0,0,0
5125939,F,N,Y,0,1.125,Core staff,28.61,1.53,0,0,1
5125940,F,N,Y,0,9,No Occupation Type,51.05,3.2,0,0,1
5125945,F,N,Y,0,1.35,Laborers,39.89,7.12,0,0,0
5125946,F,N,Y,0,1.35,Laborers,39.89,7.12,0,0,0
5125949,F,N,Y,0,1.35,Laborers,39.89,7.12,0,0,0
5125950,F,N,Y,0,1.35,Laborers,39.89,7.12,0,0,0
5125951,F,N,Y,0,1.35,Laborers,39.89,7.12,-1,1,0
5125952,M,N,Y,0,1.35,Laborers,39.89,7.12,0,0,0
5125953,F,N,Y,0,1.35,Laborers,39.89,7.12,-50,50,1
5125956,F,N,Y,0,1.665,Laborers,44.02,7.46,0,0,0
5125959,F,N,Y,0,1.665,Laborers,44.02,7.46,0,0,0
5125961,F,N,Y,0,1.665,Laborers,44.02,7.46,0,0,0
5125965,M,Y,Y,0,2.025,Laborers,40.71,3.04,0,0,0
5125966,M,Y,Y,0,2.025,Laborers,40.71,3.04,0,0,1
5125967,M,Y,Y,0,2.025,Laborers,40.71,3.04,0,0,0
5125969,M,Y,Y,0,2.025,Laborers,40.71,3.04,-50,50,0
5125970,M,Y,Y,0,2.025,Laborers,40.71,3.04,0,0,0
5125971,M,Y,Y,0,2.025,Laborers,40.71,3.04,0,0,1
5125972,M,Y,Y,0,2.025,Laborers,40.71,3.04,0,0,1
5125974,M,N,Y,0,0.54,Laborers,55.24,5.2,0,0,0
5125976,M,N,Y,0,2.475,Laborers,42.38,6.12,0,0,0
5125977,M,N,Y,0,1.485,Managers,33.2,3.37,-9,9,0
5125978,M,N,Y,0,1.485,Managers,33.2,3.37,-4,4,0
5125979,M,N,Y,0,1.485,Managers,33.2,3.37,0,0,0
5125980,M,N,Y,0,1.485,Managers,33.2,3.37,0,0,0
5125982,M,N,N,1,1.35,Low-skill Laborers,34.37,6.96,-1,1,0
5125983,M,N,N,1,1.35,Low-skill Laborers,34.37,6.96,-13,13,0
5125984,M,N,N,1,1.35,Low-skill Laborers,34.37,6.96,0,0,0
5125985,M,N,N,1,1.35,Low-skill Laborers,34.37,6.96,0,0,0
5125986,M,N,N,1,1.35,Low-skill Laborers,34.37,6.96,-25,25,0
5125987,M,N,N,1,1.35,Low-skill Laborers,34.37,6.96,0,0,0
5125988,M,N,N,1,1.35,Low-skill Laborers,34.37,6.96,-6,6,0
5125989,F,N,Y,1,2.25,Waiters/barmen staff,30.85,4.87,-3,3,1
5125992,F,N,Y,1,2.25,Waiters/barmen staff,30.85,4.87,0,0,1
5125993,F,N,Y,1,2.25,Waiters/barmen staff,30.85,4.87,0,0,1
5125995,F,N,Y,0,1.8,No Occupation Type,60.03,2.04,0,0,0
5125996,F,N,Y,0,1.8,No Occupation Type,60.03,2.04,0,0,0
5125998,F,N,Y,0,1.8,No Occupation Type,60.03,2.04,0,0,0
5126001,M,Y,Y,2,1.71,Core staff,36.56,3.37,0,0,0
5126002,M,Y,Y,2,1.71,Core staff,36.56,3.37,-21,21,0
5126003,M,Y,Y,2,1.71,Core staff,36.56,3.37,0,0,0
5126004,M,Y,Y,2,1.71,Core staff,36.56,3.37,-3,3,0
5126005,M,Y,Y,2,1.71,Core staff,36.56,3.37,-11,11,0
5126006,M,Y,Y,2,1.71,Core staff,36.56,3.37,-20,20,0
5126007,M,Y,Y,2,1.71,Core staff,36.56,3.37,0,0,1
5126008,M,Y,Y,2,1.71,Core staff,36.56,3.37,-40,40,0
5126009,F,N,Y,0,2.7,Waiters/barmen staff,55.08,3.96,-23,23,0
5126010,F,N,Y,0,2.7,Waiters/barmen staff,55.08,3.96,0,0,0
5126011,F,N,Y,0,2.7,Waiters/barmen staff,55.08,3.96,0,0,0
5126012,F,N,N,0,2.7,Waiters/barmen staff,55.08,3.96,0,0,0
5126013,F,N,Y,0,2.7,Waiters/barmen staff,55.08,3.96,0,0,0
5126014,F,N,Y,0,2.7,Waiters/barmen staff,55.08,3.96,0,0,0
5126015,F,N,N,1,1.125,Core staff,40.52,7.29,0,0,0
5126016,F,N,N,1,1.125,Core staff,40.52,7.29,0,0,0
5126017,F,N,N,1,1.125,Core staff,40.52,7.29,-14,14,0
5126018,F,N,N,1,1.125,Core staff,40.52,7.29,-19,19,1
5126019,F,N,N,1,1.125,Core staff,40.52,7.29,-17,17,0
5126020,F,N,N,1,1.125,Core staff,40.52,7.29,0,0,0
5126021,F,N,N,1,1.125,Core staff,40.52,7.29,0,0,0
5126022,F,N,N,1,1.125,Core staff,40.52,7.29,0,0,0
5126023,M,N,Y,0,0.9,Laborers,24.16,2.28,0,0,0
5126024,M,N,Y,0,0.9,Laborers,24.16,2.28,-9,9,0
5126025,M,Y,N,0,3.06,Laborers,31.64,4.54,0,0,0
5126026,M,Y,N,0,3.06,Laborers,31.64,4.54,0,0,0
5126027,M,Y,N,0,3.06,Laborers,31.64,4.54,0,0,0
5126028,F,Y,Y,0,1.08,Cleaning staff,47.04,2.53,0,0,1
5126029,F,Y,Y,0,1.08,Cleaning staff,47.04,2.53,-2,2,0
5126033,F,Y,Y,0,1.08,Cleaning staff,47.04,2.53,0,0,1
5126034,F,Y,Y,0,1.08,Cleaning staff,47.04,2.53,0,0,1
5126035,F,Y,Y,0,1.08,Cleaning staff,47.04,2.53,0,0,0
5126036,F,Y,Y,0,1.08,Cleaning staff,47.04,2.53,0,0,0
5126039,M,Y,Y,2,1.125,Medicine staff,27.49,5.04,0,0,1
5126040,M,Y,Y,2,1.125,Medicine staff,27.49,5.04,-24,24,0
5126041,M,Y,Y,2,1.125,Medicine staff,27.49,5.04,0,0,1
5126042,M,Y,Y,2,1.125,Medicine staff,27.49,5.04,-8,8,0
5126043,M,Y,Y,2,1.125,Medicine staff,27.49,5.04,0,0,0
5126044,M,Y,Y,2,1.125,Medicine staff,27.49,5.04,-14,14,0
5126046,M,Y,Y,0,1.215,Drivers,52.76,9.88,0,0,0
5126047,M,Y,Y,0,1.215,Drivers,52.76,9.88,0,0,0
5126048,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,-54,54,0
5126050,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,1
5126051,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,0
5126052,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,0
5126053,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,1
5126054,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,0
5126057,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,0
5126058,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,0
5126059,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,-35,35,0
5126060,F,Y,N,1,0.675,High skill tech staff,38.02,14.71,0,0,0
5126061,M,Y,Y,1,3.6,Managers,24.05,4.2,-15,15,0
5126062,M,Y,Y,1,3.6,Managers,24.05,4.2,0,0,0
5126063,F,N,Y,0,0.945,Laborers,50.59,5.29,-52,52,0
5126064,F,N,Y,0,0.945,Laborers,50.59,5.29,0,0,0
5126065,F,N,Y,0,0.945,Laborers,50.59,5.29,0,0,0
5126067,F,Y,N,0,1.35,No Occupation Type,34.9,4.54,0,0,1
5126068,F,Y,N,0,1.35,No Occupation Type,34.9,4.54,-16,16,0
5126069,M,Y,Y,0,4.5,Managers,59.02,15.3,0,0,0
5126071,F,N,Y,2,1.575,Core staff,38.11,6.79,0,0,1
5126073,F,N,Y,0,2.25,Sales staff,34.95,3.2,0,0,0
5126074,F,N,Y,0,2.25,Sales staff,34.95,3.2,0,0,0
5126075,M,Y,Y,0,1.125,Laborers,30.5,5.45,0,0,0
5126076,M,Y,Y,0,1.125,Laborers,30.5,5.45,0,0,0
5126077,M,Y,Y,0,1.125,Laborers,30.5,5.45,0,0,0
5126078,F,N,Y,1,1.125,Managers,40.79,7.12,0,0,0
5126079,F,N,Y,1,1.125,Managers,40.79,7.12,0,0,1
5126080,F,N,Y,1,1.125,Managers,40.79,7.12,0,0,0
5126081,F,N,Y,1,1.125,Managers,40.79,7.12,-24,24,1
5126082,F,N,Y,1,1.125,Managers,40.79,7.12,-22,22,0
5126083,F,N,Y,1,1.125,Managers,40.79,7.12,0,0,1
5126084,F,N,Y,1,1.125,Managers,40.79,7.12,-24,24,0
5126085,F,N,Y,1,1.125,Managers,40.79,7.12,-25,25,1
5126087,M,Y,Y,0,3.6,Managers,51.15,14.88,0,0,0
5126088,M,Y,Y,0,3.6,Managers,51.15,14.88,0,0,0
5126089,M,Y,Y,0,3.6,Managers,51.15,14.88,-18,18,0
5126090,M,Y,Y,0,3.6,Managers,51.15,14.88,0,0,0
5126091,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,0,0,0
5126092,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,0,0,0
5126093,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,-2,2,0
5126094,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,0,0,0
5126095,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,0,0,0
5126096,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,0,0,0
5126097,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,0,0,0
5126098,F,N,Y,0,1.575,No Occupation Type,57.45,-1000.67,-3,3,0
5126099,F,N,N,0,1.575,Sales staff,28.56,4.2,0,0,1
5126100,F,N,Y,0,1.125,No Occupation Type,57.65,-1000.67,0,0,1
5126101,F,N,Y,0,1.125,No Occupation Type,57.65,-1000.67,-32,32,1
5126102,F,N,Y,0,1.125,No Occupation Type,57.65,-1000.67,0,0,1
5126103,F,N,Y,0,1.125,No Occupation Type,57.65,-1000.67,0,0,1
5126104,F,N,Y,0,1.125,No Occupation Type,57.65,-1000.67,0,0,1
5126105,F,N,Y,0,1.125,Core staff,56.38,35.64,0,0,0
5126108,F,N,Y,0,1.125,Core staff,56.38,35.64,-9,9,0
5126110,F,N,Y,0,0.9,Laborers,33.29,1.04,0,0,0
5126111,M,N,N,0,1.8,Managers,44.48,11.3,0,0,0
5126112,M,N,N,0,1.8,Managers,44.48,11.3,-13,13,0
5126113,M,N,N,0,1.8,Managers,44.48,11.3,-11,11,0
5126114,M,N,N,0,1.8,Managers,44.48,11.3,0,0,0
5126115,F,Y,N,0,3.6,Managers,44.34,4.62,-9,9,0
5126116,F,Y,N,0,3.6,Managers,44.34,4.62,-9,9,0
5126117,F,Y,N,0,3.6,Managers,44.34,4.62,-24,24,0
5126118,F,Y,N,0,3.6,Managers,44.34,4.62,0,0,0
5126119,F,Y,N,0,3.6,Managers,44.34,4.62,0,0,0
5126121,F,Y,N,0,0.72,Medicine staff,41.6,0.62,0,0,0
5126122,F,Y,N,0,0.72,Medicine staff,41.6,0.62,0,0,0
5126123,F,Y,N,0,0.72,Medicine staff,41.6,0.62,-17,17,0
5126124,F,Y,N,0,0.72,Medicine staff,41.6,0.62,0,0,0
5126125,F,Y,N,0,0.72,Medicine staff,41.6,0.62,0,0,0
5126126,F,Y,N,0,0.72,Medicine staff,41.6,0.62,0,0,0
5126127,F,Y,N,0,0.72,Medicine staff,41.6,0.62,0,0,1
5126128,F,Y,N,0,0.72,Medicine staff,41.6,0.62,0,0,0
5126129,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126130,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126134,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126135,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126136,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126137,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126138,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126141,M,Y,N,2,2.025,Laborers,43.57,10.38,-13,13,0
5126142,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
5126143,M,Y,N,2,2.025,Laborers,43.57,10.38,0,0,0
